area_type,availability,Location,society,Area,Bathroom,balcony,Price,Bhk
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1835.0,3.0,1.0,108.0,3
Built-up  Area,18-Apr,Yelahanka,Hotat H,1847.0,3.0,3.0,92.0,3
Super built-up  Area,18-Jul,Yelahanka,Miitat ,1890.0,3.0,2.0,109.0,3
Super built-up  Area,Ready To Move,Yelahanka,BCivell,700.0,1.0,1.0,38.0,1
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1491.0,3.0,2.0,85.0,3
Super built-up  Area,19-Apr,Yelahanka,LedorSa,1330.0,2.0,1.0,93.65,2
Super built-up  Area,Ready To Move,Yelahanka,BKideor,1185.0,2.0,2.0,45.0,2
Super built-up  Area,19-Dec,Yelahanka,Goues A,1517.0,3.0,2.0,71.28,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1756.0,3.0,2.0,66.73,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1600.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Yelahanka,Neite T,1664.0,3.0,0.0,73.95,3
Built-up  Area,Ready To Move,Yelahanka,Niareum,1200.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3.0,2.0,85.0,3
Built-up  Area,Ready To Move,Yelahanka,NCs 2rj,1350.0,2.0,3.0,85.0,3
Built-up  Area,Ready To Move,Yelahanka,NCarkna,1633.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1355.0,2.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Yelahanka,Juclend,1408.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1104.0,2.0,2.0,58.0,2
Built-up  Area,Ready To Move,Yelahanka,DSeak S,1325.0,2.0,2.0,58.0,3
Super built-up  Area,19-Mar,Yelahanka,Masser ,1175.0,2.0,1.0,67.77,2
Built-up  Area,18-Apr,Yelahanka,Prensya,602.0,1.0,1.0,33.0,1
Super built-up  Area,Ready To Move,Yelahanka,Velas V,1315.0,2.0,3.0,77.0,2
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1430.0,3.0,1.0,61.0,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1355.0,2.0,2.0,51.5,3
Built-up  Area,Ready To Move,Yelahanka,Ardanru,567.0,1.0,1.0,25.0,1
Super built-up  Area,18-Jan,Yelahanka,Prensya,602.0,2.0,1.0,30.0,1
Super built-up  Area,18-Jan,Yelahanka,Prensya,1362.0,2.0,2.0,66.0,2
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,1234.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1282.0,2.0,1.0,48.72,3
Super built-up  Area,Ready To Move,Yelahanka,PrrloMo,1180.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1267.0,3.0,1.0,78.0,2
Super built-up  Area,20-Jan,Yelahanka,Aduil T,1360.0,2.0,1.0,78.19,2
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,650.0,1.0,2.0,33.0,1
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,500.0,1.0,1.0,20.0,1
Super built-up  Area,Ready To Move,Yelahanka New Town,Cerasy ,1700.0,3.0,2.0,90.0,3
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,350.0,1.0,1.0,13.5,1
Super built-up  Area,Ready To Move,Yelahanka New Town,SPllain,1541.0,3.0,3.0,80.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,Covelrs,1385.0,2.0,3.0,65.0,2
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,500.0,2.0,1.0,24.0,1
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,450.0,1.0,0.0,16.0,1
Super built-up  Area,Ready To Move,Yelahanka New Town,Cerasy ,1599.0,3.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,960.0,2.0,2.0,50.0,2
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,1209.0,2.0,3.0,65.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,1400.0,2.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,500.0,1.0,1.0,18.0,1
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,488.0,1.0,1.0,20.0,1
Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,860.0,1.0,2.0,31.0,2
Super built-up  Area,Ready To Move,Yelahanka New Town,SLhidOr,1426.0,2.0,2.0,61.5,3
Built-up  Area,Ready To Move,Yelahanka New Town,G harth,1290.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2502.0,3.0,3.0,138.0,3
Super built-up  Area,18-Aug,Yeshwanthpur,Aroomba,1693.0,3.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,667.0,1.0,1.0,36.85,1
Super built-up  Area,20-Dec,Yeshwanthpur,Detat H,1950.0,4.0,0.0,130.0,4
Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1170.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,665.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1161.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2557.0,3.0,2.0,141.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,GoandAc,1850.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,671.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,668.0,1.0,1.0,36.85,1
Super built-up  Area,18-Aug,Yeshwanthpur,Aroomba,1185.0,2.0,2.0,75.84,2
Super built-up  Area,Ready To Move,Yeshwanthpur,Goandn ,1400.0,2.0,2.0,100.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2559.0,3.0,2.0,141.0,3
Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1430.0,3.0,2.0,72.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,673.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1168.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1382.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,669.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1385.0,2.0,2.0,76.18,3
Plot  Area,Ready To Move,Yeshwanthpur,Pantym ,1200.0,2.0,0.0,63.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,670.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1381.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1240.0,2.0,2.0,80.0,2
Super built-up  Area,18-Aug,Yeshwanthpur,Aroomba,1713.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1144.0,2.0,2.0,67.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2501.0,3.0,3.0,138.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,666.0,1.0,1.0,36.8,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2504.0,3.0,3.0,138.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1165.0,2.0,1.0,85.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1163.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1165.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1384.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Yeshwanthpur,Vaarai ,994.0,2.0,0.0,54.67,1
Super built-up  Area,Ready To Move,Yeshwanthpur,GoandAc,1500.0,3.0,1.0,100.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1167.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1164.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1520.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,674.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1383.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,672.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1162.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1166.0,2.0,1.0,64.08,2
Super built-up  Area,18-Aug,Yeshwanthpur,Aroomba,1692.0,3.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1169.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2500.0,3.0,3.0,138.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1160.0,2.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2503.0,3.0,3.0,138.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,135.0,3
Super built-up  Area,Ready To Move,other,Ceove G,600.0,1.0,0.0,38.0,1
Super built-up  Area,Ready To Move,other,Bhncyis,1270.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,other,Laavevi,845.0,2.0,1.0,55.0,2
Built-up  Area,Ready To Move,other,Viony H,2511.0,3.0,3.0,205.0,3
Super built-up  Area,Ready To Move,other,AdentEl,1660.0,2.0,2.0,105.0,3
Built-up  Area,Ready To Move,other,Saenti ,1000.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,other,Makeser,1007.0,2.0,2.0,43.0,2
Super built-up  Area,Ready To Move,other,Maest N,1200.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,other,Reeroce,1413.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,other,Sragei ,1600.0,3.0,2.0,65.0,3
Built-up  Area,Ready To Move,other,Jahts H,1870.0,3.0,3.0,110.0,3
Super built-up  Area,19-Jan,other,TiaksAa,1260.0,2.0,2.0,85.05,3
Super built-up  Area,Ready To Move,other,Dwity T,1612.0,3.0,3.0,46.74,3
Super built-up  Area,Ready To Move,other,ETens G,1904.0,3.0,1.0,150.0,3
Super built-up  Area,Ready To Move,other,Hohnari,2000.0,3.0,1.0,175.0,3
Super built-up  Area,Ready To Move,other,Naods W,1425.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,other,Sancyra,1470.0,2.0,2.0,70.0,3
Super built-up  Area,Ready To Move,other,CaIRSCr,1909.0,3.0,2.0,88.0,3
Super built-up  Area,Ready To Move,other,HodhiSa,1580.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,other,AlEcone,1148.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,other,Laowsba,1110.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,SJcerpe,1644.0,3.0,3.0,84.0,3
Super built-up  Area,Ready To Move,other,Supams ,1285.0,2.0,3.0,72.5,2
Plot  Area,17-May,other,Sreat R,4050.0,3.0,2.0,280.0,3
Super built-up  Area,Ready To Move,other,Inntsa ,2420.0,3.0,2.0,185.0,3
Super built-up  Area,Ready To Move,other,Calyxy ,3045.0,3.0,2.0,170.0,3
Super built-up  Area,Ready To Move,other,Jahtsa ,700.0,1.0,1.0,26.0,2
Plot  Area,Ready To Move,other,Sreat R,4111.0,4.0,2.0,250.0,4
Super built-up  Area,Ready To Move,other,Bhinglv,1084.0,2.0,2.0,50.0,2
Carpet  Area,Ready To Move,other,SMikaay,950.0,2.0,2.0,47.0,2
Super built-up  Area,Ready To Move,other,Prave E,2000.0,4.0,0.0,120.0,4
Super built-up  Area,Ready To Move,other,Priewhi,1010.0,2.0,1.0,29.5,2
Super built-up  Area,Ready To Move,other,Puestig,1665.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,other,MaisePa,1560.0,3.0,3.0,115.0,3
Super built-up  Area,Ready To Move,other,Puodse ,1113.0,2.0,1.0,51.0,2
Super built-up  Area,Ready To Move,other,Abncy R,1200.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,other,Itala A,1645.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,other,HMinebo,1192.0,2.0,2.0,74.0,2
Super built-up  Area,Ready To Move,other,Clntsrt,1250.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,other,Vancy R,1800.0,3.0,0.0,150.0,3
Carpet  Area,Ready To Move,other,Puens G,1592.0,3.0,2.0,75.0,3
Super built-up  Area,Ready To Move,other,AriosHe,1308.0,2.0,2.0,89.04,2
Built-up  Area,Ready To Move,other,Shyas S,1166.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,Suiseit,825.0,2.0,1.0,33.0,2
Built-up  Area,Ready To Move,other,VMowsea,1460.0,2.0,1.0,58.0,2
Built-up  Area,Ready To Move,other,Hoeatan,1760.0,3.0,2.0,88.0,3
Super built-up  Area,Ready To Move,other,SPontna,1069.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,other,MSanaer,1450.0,3.0,2.0,55.0,3
Super built-up  Area,18-Jul,other,Plowsri,1630.0,3.0,2.0,68.29,3
Super built-up  Area,Ready To Move,other,Bancyri,5000.0,9.0,3.0,360.0,11
Super built-up  Area,Ready To Move,other,RKntsrt,850.0,2.0,1.0,30.0,2
Super built-up  Area,Ready To Move,other,Prowsi ,900.0,2.0,1.0,40.0,2
Built-up  Area,Ready To Move,other,Sryamar,1200.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,other,VDdonel,1753.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,other,Shinei ,1000.0,2.0,1.0,53.0,2
Super built-up  Area,Ready To Move,other,OlarkLa,1353.0,2.0,2.0,110.0,2
Super built-up  Area,18-Apr,other,Arano M,1028.0,2.0,1.0,45.5,2
Super built-up  Area,Ready To Move,other,Amngsag,1222.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,other,Amsomun,5000.0,9.0,3.0,210.0,9
Built-up  Area,Ready To Move,other,Foconna,1325.0,2.0,1.0,90.0,3
Super built-up  Area,Ready To Move,other,Icncy R,1056.0,2.0,1.0,80.0,2
Super built-up  Area,18-May,other,Pridsi ,1305.0,2.0,1.0,58.7,3
Super built-up  Area,Ready To Move,other,ARnamru,1180.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,other,Veyalin,961.0,2.0,2.0,38.0,2
Super built-up  Area,Ready To Move,other,Daill S,1260.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,other,DSureSi,1630.0,3.0,2.0,85.0,3
Super built-up  Area,17-Nov,other,Prasa W,2791.0,3.0,1.0,223.0,3
Built-up  Area,Ready To Move,other,Kaantth,834.0,1.0,1.0,60.0,1
Built-up  Area,Ready To Move,other,Eline P,1374.0,2.0,2.0,95.0,2
Carpet  Area,18-Jul,other,NSezeBr,1375.0,3.0,2.0,70.0,3
Super built-up  Area,Ready To Move,other,Prntsax,469.0,1.0,0.0,25.0,1
Super built-up  Area,Ready To Move,other,Chnts A,1820.0,2.0,3.0,86.0,3
Super built-up  Area,Ready To Move,other,ShshaSa,750.0,1.0,2.0,40.0,1
Super built-up  Area,Ready To Move,other,DSldsen,1641.0,3.0,2.0,66.0,3
Super built-up  Area,Ready To Move,other,RMcesa ,1875.0,3.0,2.0,165.0,3
Built-up  Area,Ready To Move,other,Sohea A,2300.0,3.0,3.0,120.0,3
Super built-up  Area,Ready To Move,other,MSvelek,1240.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,other,VDdonel,1750.0,3.0,1.0,120.0,3
Plot  Area,Ready To Move,other,Hentye ,1500.0,2.0,1.0,87.0,3
Built-up  Area,Ready To Move,other,SMikaay,950.0,2.0,1.0,44.0,2
Super built-up  Area,Ready To Move,other,PaisePa,1045.0,2.0,0.0,45.0,2
Super built-up  Area,Ready To Move,other,SSarlPe,1570.0,3.0,2.0,62.0,3
Built-up  Area,Ready To Move,other,PNncysi,1325.0,3.0,1.0,57.0,3
Super built-up  Area,Ready To Move,other,Krite D,1202.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,other,Srisei ,1200.0,2.0,3.0,62.5,2
Built-up  Area,Ready To Move,other,Soestrn,1020.0,2.0,1.0,52.0,2
Built-up  Area,Ready To Move,other,Alncy R,1100.0,2.0,0.0,48.0,2
Super built-up  Area,Ready To Move,other,RMcesa ,1468.0,2.0,1.0,140.0,2
Super built-up  Area,Ready To Move,other,VMianri,1750.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,other,Prodsth,820.0,2.0,1.0,30.0,2
Built-up  Area,Ready To Move,other,HMRWAyo,1105.0,2.0,2.0,58.0,2
Built-up  Area,Ready To Move,other,Prdowth,920.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,other,BMityre,1602.0,2.0,0.0,75.0,3
Super built-up  Area,Ready To Move,other,Veodsar,1566.0,3.0,1.0,83.3,3
Super built-up  Area,Ready To Move,other,Puestig,1665.0,3.0,2.0,86.58,3
Super built-up  Area,Ready To Move,other,Diacee ,1976.0,3.0,1.0,184.0,3
Built-up  Area,Ready To Move,other,Shyas S,1320.0,3.0,0.0,65.0,3
Plot  Area,Ready To Move,other,Brersld,1200.0,3.0,0.0,95.0,3
Super built-up  Area,Ready To Move,other,Leton A,1180.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,other,Asorai ,1554.0,3.0,2.0,55.0,3
Super built-up  Area,Ready To Move,other,Kesomrn,1282.0,2.0,2.0,87.0,2
Super built-up  Area,Ready To Move,other,Spdoren,1350.0,2.0,3.0,80.0,2
Built-up  Area,Ready To Move,other,Spanda ,650.0,2.0,0.0,42.0,2
Super built-up  Area,Ready To Move,other,Graceik,1485.0,2.0,2.0,67.0,3
Super built-up  Area,Ready To Move,other,VMianri,1141.0,2.0,0.0,62.0,2
Super built-up  Area,Ready To Move,other,ARngsd ,1358.0,2.0,1.0,43.4,3
Super built-up  Area,Ready To Move,other,Gruesaf,1209.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,other,RKncyha,1600.0,2.0,2.0,65.0,3
Super built-up  Area,Ready To Move,other,AritaFe,1563.0,3.0,2.0,52.0,3
Super built-up  Area,Ready To Move,other,PuontBe,1464.0,2.0,3.0,105.0,3
Built-up  Area,Ready To Move,other,Saarea ,1405.0,2.0,2.0,70.0,2
Built-up  Area,Ready To Move,other,Raaden ,1480.0,3.0,2.0,90.0,3
Super built-up  Area,Ready To Move,other,RMncy R,1200.0,2.0,2.0,35.0,2
Plot  Area,Ready To Move,other,CoiewSy,1500.0,3.0,2.0,115.0,3
Super built-up  Area,17-Dec,other,Ceral C,1824.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,other,ShshaSa,1260.0,2.0,1.0,60.0,3
Super built-up  Area,Ready To Move,other,Alivae ,1339.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,Saersel,1225.0,2.0,2.0,55.11,2
Built-up  Area,Ready To Move,other,Suncy R,1865.0,3.0,3.0,145.0,3
Super built-up  Area,Ready To Move,other,Srsica ,1039.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,other,PancyRe,1000.0,2.0,1.0,50.0,2
Plot  Area,Ready To Move,other,FeowsMe,6000.0,5.0,3.0,400.0,4
Super built-up  Area,Ready To Move,other,Shyas S,1117.0,2.0,2.0,56.0,2
Carpet  Area,Ready To Move,other,VaoldMa,910.0,2.0,1.0,30.5,2
Built-up  Area,Ready To Move,other,Suiseit,1025.0,2.0,1.0,48.0,3
Super built-up  Area,Ready To Move,other,SihtsHe,1475.0,2.0,2.0,120.0,3
Super built-up  Area,Ready To Move,other,AbnceEs,1133.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,Sothin ,856.0,2.0,3.0,40.0,2
Plot  Area,Ready To Move,other,Apavea ,14000.0,3.0,2.0,800.0,4
Built-up  Area,Ready To Move,other,PancyRe,1384.0,3.0,2.0,62.28,3
Built-up  Area,Ready To Move,other,ArnzaFi,1508.0,3.0,2.0,70.25,3
Plot  Area,Ready To Move,other,Lancy R,1240.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,other,BrlisMe,1960.0,3.0,3.0,160.0,3
Super built-up  Area,Ready To Move,other,AritaFe,1600.0,3.0,2.0,52.0,3
Super built-up  Area,Ready To Move,other,Srncy R,1200.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,RortsCo,1050.0,2.0,1.0,67.0,2
Super built-up  Area,Ready To Move,other,Puceswn,1596.0,3.0,1.0,105.0,3
Built-up  Area,Ready To Move,other,Sothin ,925.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,other,ArzzaRe,1395.0,2.0,1.0,63.59,2
Super built-up  Area,Ready To Move,other,SJcerpe,1262.0,2.0,2.0,63.0,2
Super built-up  Area,Ready To Move,other,PrestSe,1178.0,2.0,3.0,47.0,2
Built-up  Area,Ready To Move,other,Siourpl,1375.0,2.0,1.0,50.0,3
Built-up  Area,Ready To Move,other,Asene S,1267.0,3.0,2.0,56.0,3
Super built-up  Area,Ready To Move,other,Camesa ,1150.0,2.0,3.0,72.2,2
Super built-up  Area,20-Dec,other,PrarePa,1300.0,3.0,1.0,64.0,3
Built-up  Area,Ready To Move,other,Hoens T,1367.0,2.0,2.0,62.0,2
Carpet  Area,Ready To Move,other,SVon hn,1535.0,3.0,1.0,95.0,3
Super built-up  Area,Ready To Move,other,Ravashw,930.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,other,Vaaveeh,1440.0,2.0,2.0,98.0,2
Built-up  Area,Ready To Move,other,Krtiqa ,1100.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,other,GradeMR,1080.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,other,Viiniai,1050.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,other,NRnoral,1756.0,3.0,3.0,100.0,3
Super built-up  Area,18-Jun,other,Ozana U,1532.0,3.0,3.0,92.0,3
Built-up  Area,Ready To Move,other,DSncele,1650.0,3.0,0.0,110.0,3
Built-up  Area,Ready To Move,other,Paarklu,1200.0,2.0,2.0,66.0,2
Super built-up  Area,Ready To Move,other,Niimet ,1180.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,other,Asene S,1200.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,other,Laderav,1560.0,2.0,3.0,66.0,3
Super built-up  Area,Ready To Move,other,A rtsai,1400.0,2.0,1.0,73.0,3
Super built-up  Area,Ready To Move,other,MJeusyl,1373.0,3.0,2.0,72.0,3
Super built-up  Area,Ready To Move,other,A idse ,1052.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,other,Cemesti,1390.0,3.0,1.0,120.0,3
Super built-up  Area,18-Apr,other,MNtha A,1378.0,2.0,3.0,42.33,3
Super built-up  Area,Ready To Move,other,SVmesVi,1210.0,2.0,2.0,62.0,2
Built-up  Area,Ready To Move,other,InockHo,1600.0,3.0,0.0,80.0,3
Built-up  Area,Ready To Move,other,Esale O,1300.0,2.0,0.0,60.0,3
Built-up  Area,Ready To Move,other,BSarknd,1100.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,other,Dural C,1269.72,2.0,2.0,68.0,2
Plot  Area,Ready To Move,other,Copust ,1168.0,3.0,0.0,70.0,3
Super built-up  Area,Ready To Move,other,Sancya ,1552.0,2.0,1.0,51.0,2
Super built-up  Area,Ready To Move,other,Shntsan,1300.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,other,DSidePr,1515.0,3.0,3.0,93.93,3
Super built-up  Area,Ready To Move,other,Siisega,3000.0,4.0,3.0,160.0,4
Super built-up  Area,Ready To Move,other,HRnyaAn,2070.0,3.0,3.0,162.0,3
Super built-up  Area,Ready To Move,other,DSineun,1616.0,3.0,1.0,75.0,3
Super built-up  Area,Ready To Move,other,Brtiael,1645.0,3.0,2.0,100.0,3
Built-up  Area,Ready To Move,other,Raiyai ,595.0,1.0,1.0,42.0,1
Built-up  Area,Ready To Move,other,Vaodak ,1410.0,2.0,3.0,67.0,2
Super built-up  Area,Ready To Move,other,SLwernf,1254.0,2.0,1.0,53.0,2
Built-up  Area,Ready To Move,other,TealdEm,1170.0,2.0,2.0,86.0,2
Built-up  Area,Ready To Move,other,Peentn ,2800.0,2.0,0.0,200.0,3
Built-up  Area,Ready To Move,other,Riave E,1000.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,other,NaaveEn,920.0,2.0,0.0,35.0,2
Plot  Area,Ready To Move,other,Prigh L,2028.0,4.0,3.0,162.0,4
Built-up  Area,Ready To Move,other,Raave E,840.0,2.0,2.0,27.0,2
Super built-up  Area,Ready To Move,other,Vadidpl,1670.0,3.0,3.0,91.86,3
Super built-up  Area,Ready To Move,other,ViisePa,1690.0,2.0,2.0,55.0,3
Built-up  Area,Ready To Move,other,Keharya,1250.0,2.0,1.0,80.0,3
Super built-up  Area,Ready To Move,other,Putus L,1296.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,other,Inuseda,800.0,2.0,3.0,50.0,2
Super built-up  Area,Ready To Move,other,Kehts H,1260.0,2.0,2.0,58.0,2
Built-up  Area,Ready To Move,other,DancyRe,1190.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,other,Mauil T,1250.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,other,ShshaSa,1020.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,other,DubowRa,1614.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,other,NCdgerj,1450.0,2.0,2.0,135.0,3
Super built-up  Area,Ready To Move,other,AlEcone,1188.0,2.0,3.0,73.0,2
Plot  Area,Ready To Move,other,Clood E,2400.0,2.0,1.0,95.0,2
Super built-up  Area,Ready To Move,other,Mames M,1150.0,2.0,2.0,63.0,2
Super built-up  Area,Ready To Move,other,SoniaPe,2479.13,3.0,1.0,215.0,3
Built-up  Area,19-Mar,other,GKncysi,1068.0,2.0,1.0,40.05,2
Super built-up  Area,Ready To Move,other,Samesan,1000.0,2.0,1.0,36.0,2
Super built-up  Area,Ready To Move,other,VBavaai,1130.0,3.0,1.0,38.0,3
Super built-up  Area,Ready To Move,other,MaaveEn,1550.0,2.0,3.0,70.0,3
Super built-up  Area,Ready To Move,other,Soe 2as,1329.0,2.0,2.0,45.95,3
Super built-up  Area,Ready To Move,other,Prareth,916.0,2.0,1.0,42.0,2
Super built-up  Area,Ready To Move,other,Sholaya,1358.0,3.0,3.0,50.0,3
Super built-up  Area,18-Dec,other,DSdidSp,1936.0,2.0,2.0,54.21,3
Super built-up  Area,Ready To Move,other,K dotna,2172.65,3.0,3.0,120.0,4
Built-up  Area,Ready To Move,other,Suncy R,1685.0,2.0,1.0,110.0,3
Super built-up  Area,Ready To Move,other,PuontBe,1700.0,3.0,2.0,130.0,3
Built-up  Area,Ready To Move,other,Siise R,850.0,2.0,1.0,33.0,2
Built-up  Area,Ready To Move,other,Jeshan ,500.0,1.0,0.0,20.0,1
Super built-up  Area,Ready To Move,other,Reicace,1765.0,3.0,3.0,105.0,3
